,title,id,all
794,Rambo III,1370,petermacdonald sylvesterstallone richardcrenna kurtwoodsmith spirosfocás sassongabai action adventure thriller war competition submachinegun sovietunion liberation russian soviettroops thailand freedomfighter afghanistan waronfreedom machinegun mujahid realityshow western japanesefood soapopera
795,Leatherheads,4942,georgeclooney georgeclooney renéezellweger johnkrasinski wayneduvall stephenroot comedy romance drama americanfootball sportsteam stadium hero success sponsorship police games coach womanreporter thebiggame
796,The Ridiculous 6,347969,frankcoraci adamsandler taylorlautner stevebuscemi terrycrews dannytrejo comedy western wildwest
797,Did You Hear About the Morgans?,24438,marclawrence hughgrant sarahjessicaparker marysteenburgen samelliott nataliaklimas comedy witnessprotection comedy duringcreditsstinger
798,The Internship,116741,shawnlevy owenwilson vincevaughn rosebyrne maxminghella aasifmandvi comedy jobinterview lossofjob intern referencetogoogle newjob laidoff transamericapyramid
799,Resident Evil: Afterlife,35791,paulw.s.anderson millajovovich wentworthmiller alilarter kimcoates kaceyclarke action adventure horror sciencefiction post-apocalyptic dystopia undead biohazard evilcorporation residentevil zombie basedonvideogame duringcreditsstinger 3d
800,Red Tails,72431,anthonyhemingway bryancranston davidoyelowo cubagoodingjr. danielaruah terrencehoward drama action adventure history war worldwarii fighterpilot fighterplane
801,The Devil's Advocate,1813,"taylorhackford keanureeves alpacino charlizetheron jeffreyjones judithivey drama horror mystery thriller childabuse southernusa obsession subway nudity bible seduction hallucination ambition devil'sson marriagecrisis pactwiththedevil crookedlawyer evilspirit satan religion lust courtroom temptation lawfirm manhattan,newyorkcity sevendeadlysins ethics gainesvilleflorida"
802,That's My Boy,87428,seananders adamsandler susansarandon evaamurrimartino leightonmeester andysamberg comedy deadbeatdad cheatingfiancée teacherstudentsex brothersisterincest
803,DragonHeart,8840,robcohen dennisquaid davidthewlis petepostlethwaite dinameyer juliechristie fantasy magic kingdom despot immortality village forest army horror partner revenge knight battle medieval dragonheart
804,After the Sunset,10589,brettratner piercebrosnan salmahayek woodyharrelson troygarity russellhornsby action comedy crime drama bahamas masterthief crookcouple
805,Ghost Rider: Spirit of Vengeance,71676,briantaylor nicolascage ciaránhinds violanteplacido fergusriordan johnnywhitworth action fantasy thriller monk easterneurope skeleton biker marvelcomic superhero motorcycle devil darkhero ghostrider
806,Captain Corelli's Mandolin,1722,johnmadden nicolascage penélopecruz johnhurt christianbale irenepapas drama history romance officer greekisland mandolin italiansoldier resistancefighter greekhistory italianarmy alliedforces
807,The Pacifier,10022,adamshankman vindiesel laurengraham faithford chrispotter brittanysnow action comedy drama family thriller bodybuilder children bodyguard scientist family u.s.soldier deathofhusband malenanny
808,Walking Tall,11358,kevinbray dwaynejohnson johnnyknoxville nealmcdonough kristenwilson cobiesmulders adventure drama action thriller casino sheriff home violence specialforces exsoldier
809,Forrest Gump,13,robertzemeckis tomhanks robinwright garysinise mykeltiwilliamson sallyfield comedy drama romance vietnamveteran hippie mentallydisabled running basedonnovel vietnam vietnamwar friendship love familyrelationships bully mothersonrelationship military hugging shrimping woundedsoldier flashback parkbench amputee
810,Alvin and the Chipmunks,6477,timhill jasonlee davidcross cameronrichardson janelynch justinlong comedy music family fantasy animation pop popstar recordproducer surprise approach forest music concert friendship performance chipmunk talkinganimal songwriter talkingtoanimals duringcreditsstinger
811,Meet the Parents,1597,jayroach benstiller robertdeniro teripolo blythedanner owenwilson comedy romance cia airport cat jew orderly airplane father-in-law epistaxis daughter lostbaggage urn pavilion volleyball hospital wedding
812,Pocahontas,10530,mikegabriel irenebedard melgibson davidogdenstiers johnkassir russellmeans adventure animation drama family cultureclash settler forbiddenlove colony musical goldrush princess romance nativeamerican animation virginia starcrossedlovers referencetopizarro jamestownvirginia pugdog crossculturalrelationship musket animatetree indianchief basedonfolktale 17thcentury shamanism songs indiansvs.settlers animalsidekick powhatan landclaim
813,Superman,1924,richarddonner christopherreeve marlonbrando margotkidder genehackman nedbeatty action adventure fantasy sciencefiction savingtheworld journalist dccomics crimefighter nuclearmissile galaxy superhero basedoncomicbook criminal sabotage northpole midwest kryptonite superpowers superhumanstrength aftercreditsstinger savetheday
814,The Nutty Professor,9327,tomshadyac eddiemurphy jadapinkettsmith jamescoburn larrymiller davechappelle fantasy comedy romance sciencefiction overweight overweightman duringcreditsstinger
815,Hitch,8488,andytennant willsmith evamendes kevinjames ambervalletta julieannemery comedy drama romance speeddate romanticcomedy dating
816,George of the Jungle,10603,samweisman brendanfraser lesliemann thomashadenchurch johncleese richardroundtree adventure comedy family romance africa sanfrancisco gorilla lion feralchild jungle
817,American Wedding,8273,jessedylan jasonbiggs alysonhannigan seannwilliamscott eddiekayethomas thomasiannicholas comedy romance handcuffs sistersisterrelationship spanner blowjob stagnight wedding
818,Captain Phillips,109424,paulgreengrass tomhanks catherinekeener maxmartini chrismulkey yulvazquez action drama thriller ship hijacking somalia fisherman blood poverty pirate terrorism commando hijack cargoship shipcaptain shiphijacking somali commandounit
819,Date Night,35056,shawnlevy tinafey stevecarell markwahlberg tarajip.henson jimmisimpson comedy date corruption taxi expensiverestaurant wifehusbandrelationship gun boat taxidriver document restaurant roof marriedcouple politician stripper shooting thief carcrash stealing mistakenidentity policecorruption aftercreditsstinger duringcreditsstinger
820,Casper,8839,bradsilberling christinaricci billpullman cathymoriarty ericidle joenipote fantasy comedy family halloween friendship supernatural afterlife friends danger ghost disorder youngheroes imaginary supernaturalability mischievouschildren
821,The Equalizer,156022,antoinefuqua denzelwashington martoncsokas chloëgracemoretz davidharbour haleybennett thriller action crime corruption assassin hostage fbi hitman russian securitycamera sadism vigilante sociopath revenge suspense organizedcrime gore gangster violence teenageprostitute commando interrogation surveillance exsoldier fakeddeath loner callgirl blackops handtohandcombat mysteriouspast
822,Maid in Manhattan,7303,waynewang jenniferlopez ralphfiennes natasharichardson stanleytucci tylerposey comedy drama romance hotel politician mistakenidentity maid classdifferences singlemother publicrelations maiduniform hotelclerk wealthdifferences
823,Crimson Tide,8963,tonyscott denzelwashington genehackman mattcraven georgedzundza viggomortensen action thriller drama submarine mutiny russia missile nuclearmissile embassy u.s.navy battleforpower torpedo military moraldilemma postcoldwar aircraftcarrier chainofcommand launchcode sonar
824,The Pursuit of Happyness,1402,gabrielemuccino willsmith jadensmith thandienewton brianhowe jameskaren drama sanfrancisco singleparent homelessperson bus worker homelessness work churchservice badluck biography salesman stockbroker
825,Flightplan,9315,robertschwentke jodiefoster petersarsgaard seanbean katebeahan michaelirby thriller drama mystery berlin lossoffather airplane baby-snatching
826,Disclosure,8984,barrylevinson michaeldouglas demimoore donaldsutherland dylanbaker jacquelinekim drama thriller crime mystery romance employee workplace sexualharassment intrigue
827,City of Angels,795,bradsilberling nicolascage megryan andrebraugher dennisfranz colmfeore drama fantasy romance suicide angel lifeanddeath desperation operation heaven faith afterlife losangeles interspeciesromance
828,Kill Bill: Vol. 1,24,quentintarantino umathurman lucyliu vivicaa.fox darylhannah davidcarradine action crime japan coma martialarts kungfu underworld yakuza sword bride revenge gore femaleyakuza blood wedding samuraisword partanimation
829,Bowfinger,11353,frankoz stevemartin eddiemurphy heathergraham christinebaranski jamiekennedy comedy filmproducer filmdirector moviestudio hollywood filmmaking movieactress
830,Kill Bill: Vol. 2,393,quentintarantino umathurman davidcarradine darylhannah michaelmadsen gordonliuchia-hui action crime thriller brotherbrotherrelationship swordplay katana motherrole rageandhate daughter rightandjustice single aftercreditsstinger duringcreditsstinger
831,Tango & Cash,9618,andreikonchalovsky sylvesterstallone kurtrussell terihatcher jackpalance brionjames action adventure comedy prisoner warondrugs losangeles
832,Death Becomes Her,9374,robertzemeckis merylstreep brucewillis goldiehawn isabellarossellini ianogilvy fantasy comedy jealousy beauty immortality rivalry potion drinking
833,Shanghai Noon,8584,tomdey jackiechan owenwilson lucyliu xanderberkeley rogeryuan adventure action comedy western princess sioux travel rescue nativeamerican chinese cowboy duringcreditsstinger 19thcentury
834,Executive Decision,2320,stuartbaird kurtrussell stevenseagal halleberry johnleguizamo oliverplatt action adventure drama thriller bomb ransom hostage airplane hijacking terrorcell specialunit deception rescue covertoperation disaster shootout terrorism explosion violence surveillance nightvisiongoggles flightattendant intelligenceagent flashback handtohandcombat nervegas
835,Mr. Popper's Penguins,58224,markwaters jimcarrey carlagugino madelinecarroll angelalansbury ophelialovibond comedy family taxi restaurant zoo penguin exhusband littleboy zookeeper doorman ride birdhatching aftercreditsstinger duringcreditsstinger
836,The Forbidden Kingdom,1729,robminkoff jackiechan jetli michaelangarano liuyifei libingbing action adventure fantasy tempel shaolin teenager urination staff warrior monkeyking
837,Free Birds,175574,jimmyhayward owenwilson woodyharrelson amypoehler georgetakei colmmeaney animation comedy family holiday thanksgiving freedom duringcreditsstinger 3d
838,Alien³,8077,davidfincher sigourneyweaver charless.dutton charlesdance petepostlethwaite ralphbrown sciencefiction action horror prison android spacecraft spacemarine imprisonment spacecolony spacetravel rottweiler dystopia sequel alien redemption outerspace planet shavedhead crashlanding impregnation penalcolony furnace suspendedanimation xenomorph
839,Evita,8818,alanparker madonna antoniobanderas jonathanpryce jimmynail victoriasus history drama music prostitute deification dancehallhostess perónism argentinepresident risetopower singingnarrator soccerball
840,Ronin,8195,johnfrankenheimer robertdeniro jeanreno nataschamcelhone stellanskarsgård seanbean action thriller crime adventure paris france armsdeal audi impostor case violence iceskating computerexpert exkgb preparation hitwithacardoor cellularphonetrace merrygoround
841,The Ghost and the Darkness,10586,stephenhopkins michaeldouglas valkilmer tomwilkinson johnkani emilymortimer adventure africa lion bridge basedontruestory kenya animalattack lionattack colonialism swahili
842,Paddington,116149,paulking nicolekidman petercapaldi benwhishaw michaelgambon imeldastaunton family comedy england trainstation basedonnovel bear anthropomorphism talkingtoanimals children'sbook
843,The Watch,80035,akivaschaffer benstiller vincevaughn jonahhill richardayoade rosemariedewitt comedy usa sterility castration marriage friendship alien suburb alieninvasion death teenagedaughter neighborhoodwatch creepyneighbor
